Address,Status,Transcript
"Rosewood Ave, Los Angeles, CA 90004",Inconclusive,"""Hey Daniel! My name is Austin."" V
""You're colleague gave me this number to reach out to. I'm interested in the 2 bedroom at Rosewood Ave. Would I be able to see it this weekend or next week?"" V
""Hello! Wanted to follow up again about the apartment."" V
""Yes"" L
""Next week"" L
""Ok! Also would I be able to use my section 8 voucher here?"" V
""Hello! Wanted to follow up about the apartment."" V
""Hey! Wanted to follow up."" V
""Hello! Wanted to check in again."" V
""Hello! Wanted to follow up."" V"
"Hatteras St #183, Tarzana, CA 91356",Inconclusive,"""Hey Jamie! This is Oscar. We just talked about 18350 Hatteras St #183 (the 3 bedroom). I forgot to ask but is the rent still $2595 a month?"" V
""Yes it is. And the deposit is $4500 as well."" L
""Ok! Also would I be able to use my section 8 voucher here?"" V
""I'll discuss with the owner."" L
""Thank you! Sounds good! Please do."" V
""Hello! Wanted to see if you talked to the owner."" V
""This is Oscar. We talked about 18350 Hatteras St #183 last week. You said you would discuss with the owner about my section 8 voucher."" V
""The owner is currently having work done on the unit and I am not sure if he secured a tenant or not yet or if he is still showing. If he contacts me when the work is done I will get in touch."" L
""Thank you! Sounds good! Please let me know."" V"
"Cahuenga Blvd #4, North Hollywood, CA 91601",Inconclusive,"""Hey Zack! It's Austin, we just talked about the 2 bedroom at Cahuenga Blvd. #4. I forgot to ask but is the apartment able to be moved into as soon as possible?"" V
""Hi, this is Zillow. Thanks for inquiring about renting at Cahuenga Blvd #4. We need a little more info to pass you over. What's your full name?"" L
""Thank you! That's perfect! What's the address?"" V"
"Fairchild Ave Winnekta, CA 91306",Inconclusive,"""Hello. Unit is ready for move in."" L
""Great, and would I be able to use my Section 8 voucher here?"" V
""Call me to discuss. And I will not be able to make it today to show the unit."" L
""Hey just checking back here."" V
""Hi is Fairchild still available?"" V
""Just called you. Call me when you get a chance."" V
""Can we text? Now is not a good day for calls."" L"
"W Vanowen St Van Nuys, CA 91405",Inconclusive,"""Hi Drew, this is Oscar, we spoke about the 1 bedroom at Coldwater Canyon Ave #8. Would I be able to view the apartment on Friday?"" V
""Yes it is"" L
""Great. Would I be able to use my Section 8 voucher here?"" V
""Hi Drew, this is Oscar, we spoke about the 1 bedroom at W Vanowen St. When will it be available for move in?"" V
""Yes it is"" L
""Great, would I be able to view it this week?"" V
""Sure, what time do you like to come and what day?"" L
""Would tomorrow work? And before I see it I wanted to check if I would be able to use my Section 8 voucher here?"" V
""Hi, is the apartment still available?"" V
""Yes it is"" L
""Ok great! And would I be able to use my Section 8 voucher here?"" V
""Hey checking back"" V
""Hey just wanted to check back"" V"
"N Poinsettia Pl #3/5 Los Angeles, CA 90046",Inconclusive,"""Hi Jordan, this is Oscar, we spoke about the 1 bedroom Poinsettia PI #3/5. I forgot to ask if the apartment comes with parking?"" V
""Hi is Poinsettia pl still available?"" V
""Hey just checking back here"" V
""Hey just checking back"" V
NO_TRANSCRIPT"
"Willoughby Ave Los Angeles, CA 90038",Pending,"""Hi Robin, this is Oscar, we just spoke about the 1 bedroom at Willoughby Ave. When will it be available for move in?"" V
""What is your schedule tomorrow?"" V
""I'm free in the afternoon."" L
""Before I see the apartment, I wanted to check if I would be able to use my Section 8 voucher here?"" V
""Not on this one. Sorry."" L
""No worries."" V
""Okay, thanks anyway."" V
""Why?"" V"
"Hauser Blvd Los Angeles, CA 90036",Pending,"""Hi Alex, this is Rose, we just spoke about the 1 bedroom at Hauser Blvd. When will it be available for move in?"" V
""It's available now"" L
""And before we see it I just wanted to check if we would be able to use our Section 8 voucher here?"" V
""Hi Alex, unfortunately we are not taking Section 8 or city vouchers in the building at this time. Please let me know if you're still interested. Thanks!"" L
""Perfect! Okay, thank you! What is the price?"" V"
"S Fairfax Ave #2 Los Angeles, CA 90019",Inconclusive,"""Hi Natalie, Regarding S Fairfax Ave Apt 2."" L
""Hi Cliff, when will the unit be ready for move in?"" V
""Asap"" L
""Ok, and would I be able to use my Section 8 voucher here?"" V
""Sure"" L
""Great! Wow, congratulations! I see, thanks"" V
""When would I be able to view the apartment?"" V
""Hey just checking back here"" V
""The apartment has been leased"" L
""Great! Wow, congratulations! I see, thanks"" V"
"Hauser Blvd #102 Los Angeles, CA 90019",Pending,"""Hi Taylor, I'll let you know if I can see unit 102 after I speak with my partner."" V
""Sounds good"" L
""And before we see it I just wanted to check if we would be able to use our Section 8 voucher here?"" V
""Sadly, no"" L
""Darn"" V
""Okay, thanks!"" V
""Thanks anyway"" V"
"Palms Blvd Los Angeles, CA 90034",Inconclusive,"""Hi Jordan, this is Oscar, I saw your listing on Trulia for the 1 bedroom at Palms Blvd. Is that still available?"" V
""Yes"" L
""Great! When will the unit be ready for move in?"" V
""Asap"" L
""Would I be able to use my Section 8 voucher here?"" V
""If you qualify with our income requirements and credit etc."" L
""Can you tell me what the requirements are?"" V
""The apartment has been rented."" L
""Thank you!"" V
""What's the address?"" V
""And how much?"" V"
"Monterey Rd #14, Los Angeles, CA 90042",Inconclusive,"""Hey Casey! This is Casey, we talked earlier about the 2 bedroom at Monterrey Rd. #14. I wanted to follow up about seeing the apartment."" L
""Hi Casey, Sorry for the delay. I just went and checked the apartment and the departing tenant left it in excellent condition. For today I left it unlocked if you would like to stop by and take a look."" L
""Ok! I will need to check if I can make it today. Also quick question, would I be able to use my Section 8 voucher here?"" V
""Section 8 should not be an issue. I have not done it before, so I will need to find out the process. I understand they need to inspect the property prior to move in."" L
""Okay, thanks!"" V
""No problem. Thanks!"" L"
"S Harvard Blvd #202, Los Angeles, CA 90006",Inconclusive,"""Hey Riley! This is Riley, we just talked about the 2 bedroom at S Harvard Blvd. #202. I forgot to ask but is the apartment's rent still $2095 a month?"" L
""Hello Riley. It is currently still $2095 a month."" L
""Ok great! Also would I be able to use my section 8 voucher here?"" V
""Hey! Wanted to follow up about the apartment. Thank you!"" V
""Hey! Wanted to follow up again."" V
""Hello! Wanted to follow up."" V
""Hey! Wanted to follow up."" V"
"Cedros Ave #13, Panorama City, CA 91402",Pending,"""Hey Jamie! This is Oscar, we just talked about the 2 bedroom at Cedros Ave #13 (the 2 bedroom). I forgot to ask, but is the apartment able to be moved into as soon as possible?"" V
""Yes, it will be available by tomorrow to move in."" L
""Ok great! Also would I be able to use my section 8 voucher here?"" V
""Let me confirm with the owner and I will let you know."" L
""Great, thanks! Okay, no problem!"" V
""Hey! Wanted to check in and see if you heard back from the owner."" V
""Hey! Wanted to check in again."" V
""Unfortunately, the owner informed me this morning that the AC in the unit needs to be completely changed to a new one and I'm sure that until that issue gets resolved, it won't pass the section 8 inspection."" L
""Ok! So then I wouldn't be able to use my voucher here?"" V
""Unfortunately, I don't think."" L
""No worries! Okay, thanks!"" V"
"Owensmouth Ave #7, Chatsworth, CA 91311",No Claim,"""Hey Avery! This is Oscar, we just talked about the 3 bedroom at Owensmouth Ave #7. I forgot to ask but is the apartment able to be moved into as soon as possible?"" V
""Yes"" L
""Ok great! Also can I use my section 8 voucher here?"" V
""Sure"" L
""Thanks!"" V
""Excellent"" L"
"N Kingsley Dr #101 Los Angeles, CA 90027",No Claim,"""Hi Nidia, this is Cameron, we spoke about the 1 bedroom at N Kingsley Dr #101. When will it be available for move in?"" L
""The apt will be available for move in tomorrow or Thursday."" L
""Great. And before I see it I just wanted to check if I would be able to use my Section 8 voucher here?"" V
""Yes you can."" L"
"S Oakhurst Dr #210 Los Angeles, CA 90035",Inconclusive,"""Hi Drew, this is Oscar, I saw your listing on Trulia for the 1 bedroom at S Oakhurst Dr #210. Is that still available?"" V
""Hi Drew, I tried to reach you twice on this number, but there was no answer."" L
""Hi Drew, I've been having trouble with calls on my phone. Could we text?"" V
""Hi is S Oakhurst still available?"" V
""There is already an application for this apartment."" L"
"S Gramercy Pl Los Angeles, CA 90020",No Claim,"""Hi Sam, this is Sam. I just spoke with you about the one bedroom unit Gramercy. You can text me at this number to confirm if Thursday at 12:45 works for you. Thank you!"" L
"" S Gramercy right?"" V
""I'll let you know if that time works, still have to check with my partner."" V
""When will the apartment be available for move in?"" V
""It should be ready by Sep 15th."" L
""Great. And before we see it I just wanted to check if we would be able to use our Section 8 voucher here?"" V
""Yes, we accept Section 8 vouchers. Income required is 2x the amount of applicant's portion if voucher does not cover entire amount. Credit check must also be approved for all applicants. Co-signers and/or guarantors are not accepted."" L
""Ok, our annual income is 47k. And 30% of our income goes towards the rent, the voucher helps cover the rest. Do you know if that would work?"" V
""How much is the voucher for?"" L
""It lets us look for apartments up to $2,321."" V
""The voucher amount should be fine then."" V
""Ok great. Would tomorrow still work for a showing?"" V
""Yes I have tomorrow at 12:45 still available."" L
""Unfortunately something came up and we won't be able to make tomorrow."" V"
"S Sherbourne Dr #103 Los Angeles, CA 90035",Pending,"""Hi Sarah, this is Oscar, we spoke about the 1 bedroom at S Sherbourne Dr #103. You mentioned that the apartment is income restricted. We make 47k a year and have a Section 8 voucher. Do you know if we could use the voucher here?"" V
""They don't accept Section 8."" V"
"Bagley Ave Los Angeles, CA 90034",Pending,"""Hi Kalimah, this is Natalie, we spoke about the 1 bedroom at Bagley Ave."" L
""I forgot to ask if the apartment comes with parking?"" V
""Hi is Bagley Ave still available?"" V
""Yes it is still available. We haven't started showing the unit as of yet."" L
""Ok, would I be able to use my Section 8 voucher here?"" V
""Hi Natalie unfortunately we don't accept vouchers at this location."" L
""Thanks anyway!"" V
""No worries."" L
""Noted, thanks."" V"
